StopID,x,y,Bench,Shelter,routes,Direction,Pole_Locat,Sidewalk,Trans_P
28950,1450152.251360341906548,508574.492230251431465, , ,20,outbound,forward facing back of sidewalk,sidewalk, 
22960,1468049.117141336202621,501262.423849165439606, , ,14,outbound,forward facing back of sidewalk,sidewalk, 
20430,1431205.141944929957390,545416.650829255580902,Bench, ,30,inbound,forward facing back of curb,sidewalk, 
59720,1451109.040785342454910,569036.502211511135101, , ,21, , , , 
38290,1484663.990079507231712,524826.664450258016586, , ,52x,outbound,forward facing edge of pavement,sidewalk, 
60374,1452954.715243592858315,516600.272766590118408, , ,20, , , , 
35230,1432863.309560343623161,542122.238454833626747, ,Shelter,"35, 5",inbound,forward facing back of curb,sidewalk,transfer point
45240,1487765.895949169993401,541418.547605007886887, , ,222,outbound,forward facing back of curb,sidewalk, 
33330,1444177.230830088257790,545735.476963251829147,Bench, ,"34, 8",inbound,forward facing back of curb,sidewalk,transfer point
02290,1431500.040961429476738,558402.626497671008110, , ,18,inbound,forward facing back of curb, , 
19740,1426996.466635257005692,536722.835211679339409, , ,235,inbound,forward facing back of curb,sidewalk, 
18890,1471971.428850501775742,556723.959579423069954,Bench, ,11,inbound,forward facing back of sidewalk,sidewalk, 
29660,1439623.052602514624596,527941.481383338570595, , ,12,inbound,forward facing back of sidewalk,sidewalk, 
44165,1434412.231987416744232,509112.384527176618576, , ,56,outbound,forward facing back of sidewalk,sidewalk, 
11230,1470306.081459417939186,559188.521579429507256, , ,211,inbound,forward facing edge of pavement, , 
60520,1458852.612568512558937,491800.531355679035187, , ,51, , , , 
21300,1443930.076468750834465,496347.458285421133041, , ,"19, 43",outbound,forward facing back of sidewalk,sidewalk,transfer point
52612,1450183.773935094475746,481653.142857834696770, ,Shelter,43,outbound,forward facing back of curb,sidewalk, 
08060,1457908.018329083919525,536370.455995172262192, , ,27,outbound,forward facing back of curb,sidewalk, 
02552,1446156.888288095593452,553940.684634178876877, , ,7,outbound,forward facing back of curb,sidewalk, 
35320,1422924.682784095406532,545618.949637249112129, ,Shelter,"35, 5",inbound,forward facing back of curb,sidewalk, 
42935,1462641.236552923917770,529276.497742176055908, , ,39,outbound,forward facing back of sidewalk,sidewalk, 
24340,1455702.077859088778496,485857.600984334945679, , ,62x,inbound,forward facing back of curb,sidewalk, 
38330,1476812.049090504646301,526426.686512678861618,Bench, ,"221, 52x",outbound,forward facing back of sidewalk,sidewalk, 
25280,1449802.798975259065628,540591.914743840694427, , ,"10, 19",inbound,forward facing back of curb,sidewalk, 
18840,1471102.069040670990944,555468.360712677240372, , ,"11, 39",inbound,forward facing back of curb,sidewalk, 
16351,1475656.920823335647583,519809.932029679417610, , ,27,inbound,forward facing back of sidewalk,sidewalk, 
35480,1467102.241410419344902,535444.455222502350807,Bench, ,17,inbound,forward facing back of curb, , 
20030,1448426.244641751050949,550615.350077509880066, , ,26,outbound,forward facing back of sidewalk,sidewalk, 
14120,1495653.135752096772194,527030.659058004617691, , ,40x,inbound,forward facing back of curb, , 
03710,1464863.132699668407440,536836.693907842040062, , ,17,outbound,forward facing back of sidewalk,sidewalk, 
19290,1432933.223462507128716,516511.388429924845695, , ,24,inbound,forward facing edge of pavement, , 
46454,1445539.256977424025536,641868.655103340744972, , ,"77x, 99",inbound,forward facing edge of pavement,sidewalk, 
46451,1451256.699610754847527,645333.739052414894104, , ,97,outbound,forward facing edge of pavement, , 
46720,1468807.702238336205482,589580.614010334014893, , ,59,outbound,forward facing back of curb,sidewalk, 
19390,1433708.141532093286514,511782.331943169236183, , ,24,inbound,forward facing back of sidewalk,sidewalk, 
46464,1484749.369501918554306,559752.065071761608124, , ,29,inbound,forward facing edge of pavement,sidewalk, 
00120,1424128.250258833169937,535052.628250256180763, , ,"235, 60",outbound,forward facing back of curb,sidewalk, 
45118,1483368.684599250555038,556441.482782170176506,Bench, ,29,inbound,rear facing edge of pavement, ,transfer point
14110,1494063.694705262780190,527872.354553088545799, , ,40x,outbound,forward facing edge of pavement, , 
00140,1424114.181389346718788,535020.504626840353012, , ,"235, 60",inbound,forward facing edge of pavement, , 
60397,1460993.738863676786423,550297.088246837258339, , ,3, , , , 
29720,1439527.226350590586662,525701.370706081390381, , ,12,outbound,forward facing back of sidewalk,sidewalk, 
45910,1462524.002207338809967,529716.154015094041824, , ,39,outbound,forward facing back of sidewalk,sidewalk, 
23790,1459220.027844175696373,528322.394663512706757,Bench, ,"15, 62x",inbound,forward facing back of sidewalk,sidewalk, 
08900,1469201.099745512008667,553212.400985762476921,Bench,Shelter,39,inbound,forward facing back of curb,sidewalk, 
45814,1452275.158203750848770,573757.624002844095230, , ,21,outbound,forward facing back of curb,sidewalk, 
46253,1447536.110923334956169,512817.492602512240410, , ,57,inbound,forward facing back of curb, , 
44060,1501990.072881340980530,523901.690250337123871, , ,40x,inbound,rear facing edge of pavement, , 
34100,1441500.240777254104614,539197.596338257193565, , ,10,inbound,forward facing back of sidewalk,sidewalk,transfer point
35450,1465949.030790343880653,535575.498267501592636, , ,17,inbound,forward facing back of curb, , 
44140,1434301.182012677192688,507710.530375510454178,Bench, ,56,outbound,forward facing back of sidewalk,sidewalk, 
46583,1441841.987141013145447,620584.455217748880386, , ,97,inbound,forward facing back of curb,sidewalk, 
60396,1425035.916422501206398,566047.962584927678108, , ,1, , , , 
46529,1416099.516972512006760,564827.510957583785057, , ,18,inbound,forward facing edge of pavement, , 
44246,1470269.098921835422516,575657.601502090692520, , ,54, , , , 
18490,1456844.155955508351326,549375.478213429450989, , ,11,outbound,forward facing back of sidewalk,sidewalk, 
21512,1447714.970145672559738,545279.487717762589455, , ,1,inbound,forward facing back of curb,sidewalk, 
46280,1444177.674726843833923,523894.285081416368484,Bench, ,30,outbound,forward facing back of sidewalk,sidewalk, 
20820,1446958.137669846415520,521266.608250170946121, , ,19,outbound,forward facing back of curb,sidewalk, 
46449,1427766.115358427166939,559136.296618252992630,Bench, ,18,outbound,forward facing back of curb, , 
12030,1438442.205882847309113,557352.543296009302139, , ,18,inbound,forward facing back of sidewalk,sidewalk, 
24350,1456110.211557254195213,484351.542644754052162, , ,62x,inbound,forward facing back of curb,sidewalk, 
31340,1461714.192803338170052,545804.537192583084106, , ,4,outbound,forward facing back of sidewalk,sidewalk, 
08110,1458718.262115418910980,535554.841484665870667, , ,27,inbound,forward facing back of sidewalk,sidewalk, 
45758,1423060.199573427438736,514206.465874418616295, , ,56,inbound,forward facing back of curb,sidewalk, 
20530,1446732.192255586385727,533201.477753087878227, , ,19,inbound,forward facing back of sidewalk,sidewalk, 
02190,1479544.737194672226906,546206.777857929468155, , ,29,inbound,rear facing back of curb,sidewalk, 
45720,1448559.215832501649857,543863.427885845303535, , ,"1, 22, 26, 34, 7, 8",not applicable,forward facing back of curb,sidewalk, 
60354,1454845.407656431198120,577165.029589593410492, , ,21, , , , 
32455,1468033.716581597924232,560945.166360095143318, , ,211,outbound,forward facing back of curb,sidewalk, 
05240,1461699.128857091069221,539761.600787669420242, ,Shelter,9,inbound,forward facing back of curb,sidewalk, 
40130,1464248.243509501218796,571522.676373004913330, , ,22,outbound,forward facing back of curb,sidewalk, 
28940,1449784.980769425630569,508264.617850005626678, , ,20,inbound,forward facing back of sidewalk,sidewalk, 
35180,1434478.204624503850937,542035.689743429422379, ,Shelter,"235, 35, 5",inbound,forward facing back of curb,sidewalk,transfer point
31690,1473942.008242666721344,550633.695841342210770, , ,3,outbound,forward facing back of sidewalk,sidewalk, 
19910,1452153.079707756638527,553648.658315345644951, , ,3,inbound,forward facing back of curb,sidewalk, 
25580,1449498.094532176852226,538145.619767665863037, , ,20,inbound,forward facing back of sidewalk,sidewalk, 
25250,1449939.991614252328873,522202.345223844051361, , ,"20, 30",outbound,forward facing back of curb,sidewalk,transfer point
31780,1476360.070991843938828,550027.390295416116714, , ,3,outbound,forward facing back of sidewalk,sidewalk, 
45831,1422332.052079588174820,560011.658384591341019,Bench, ,"18, 34",inbound,forward facing back of sidewalk,sidewalk, 
19110,1480822.276634335517883,574272.357881501317024, , ,"29, 47x, 59",not applicable,forward facing back of curb,sidewalk,transfer point
46250,1442722.095288917422295,513978.423351511359215, , ,57,inbound,forward facing back of sidewalk,sidewalk, 
10110,1449245.265969589352608,554949.663915425539017, , ,26,outbound,forward facing edge of pavement,sidewalk,transfer point
33980,1449281.905988171696663,642833.577714174985886, , ,"290, 77x",not applicable,forward facing back of curb, , 
59801,1446519.198915168642998,563151.763980999588966, , ,13, , , , 
43330,1470264.207855507731438,528369.479543089866638, , ,28,inbound,forward facing back of sidewalk,sidewalk, 
08260,1452958.874027922749519,538015.670224428176880,Bench, ,"14, 15, 62x",outbound,forward facing back of curb,sidewalk, 
32770,1428104.155364751815796,550108.396366998553276, , ,8,inbound,forward facing edge of pavement,sidewalk, 
38092,1460897.022849753499031,513750.717770174145699, , ,28, , , , 
08970,1468204.135860174894333,549633.544626414775848,Bench, ,39,inbound,forward facing back of curb,sidewalk, 
19860,1456810.806612759828568,551579.789749667048454, , ,3,outbound,forward facing edge of pavement, , 
44145,1434418.030860334634781,508004.603934332728386,Bench, ,56,inbound,forward facing back of sidewalk,sidewalk, 
00300,1486745.209014177322388,533960.033978760242462, , ,46x,outbound,forward facing back of sidewalk,sidewalk, 
25880,1445032.054579764604568,538512.452695429325104, , ,16,outbound,forward facing back of curb,sidewalk, 
46413,1449478.772720426321030,585465.219682082533836, , ,7,outbound,forward facing back of curb,sidewalk, 
00810,1425266.984529927372932,513280.549747258424759, , ,56,inbound,forward facing back of curb,sidewalk, 
24560,1437527.672606930136681,540544.194038748741150, , ,2,inbound,forward facing back of curb, , 
46240,1434035.162859678268433,513674.387214168906212, , ,57,inbound,forward facing back of curb, , 
14210,1504682.244006171822548,522403.548889666795731, , ,40x,outbound,rear facing back of curb, , 
60141,1437059.208320751786232,622168.378231003880501, , ,97, , , , 
45314,1461082.257715508341789,529240.361003428697586, , ,"15, 39",outbound,forward facing back of sidewalk,sidewalk, 
12730,1484886.207154750823975,530513.542184084653854,Bench, ,3,not applicable,forward facing back of sidewalk,sidewalk, 
49330,1463447.060728669166565,565493.905950248241425, , ,22,inbound,forward facing back of sidewalk,sidewalk, 
40156,1466470.187884509563446,573484.609128922224045, , ,22,outbound,forward facing edge of pavement, , 
21403,1441263.008312091231346,489950.687614426016808, , ,"19, 51",inbound,forward facing edge of pavement, , 
46157,1414410.058409169316292,503313.651374012231827, , ,16,outbound,forward facing back of sidewalk,sidewalk, 
45856,1482187.921540841460228,577040.007201835513115, , ,"47x, 59", , , , 
35840,1448318.968281507492065,522484.343347504734993, , ,30,outbound,forward facing back of curb,sidewalk, 
40140,1464830.262686669826508,572307.512729838490486, , ,22,outbound,forward facing edge of pavement, , 
49800,1493284.305844083428383,497547.878456756472588, ,Shelter,51,not applicable,forward facing back of curb,sidewalk, 
25570,1449574.253828674554825,538273.428239092230797, , ,20,outbound,forward facing back of sidewalk,sidewalk, 
27510,1461544.265977844595909,523366.433446839451790,Bench, ,28,inbound,forward facing back of sidewalk,sidewalk, 
25450,1451577.039521262049675,535323.895096167922020, , ,6,outbound,forward facing back of sidewalk,sidewalk, 
49402,1471698.020932763814926,498469.827072173357010, , ,51,outbound,forward facing back of curb,sidewalk, 
02010,1477501.220284342765808,552358.341998338699341, , ,"23, 29",not applicable,forward facing edge of pavement,sidewalk, 
40020,1461920.047050416469574,563087.483269676566124, , ,22,outbound,forward facing back of sidewalk,sidewalk, 
20630,1446394.005267918109894,529778.484599083662033, , ,19,inbound,forward facing back of curb,sidewalk, 
11440,1464453.208978846669197,537164.419630333781242, , ,17,outbound,forward facing back of curb,sidewalk, 
08070,1457915.492723584175110,536403.443461999297142, , ,27,inbound,forward facing back of curb,sidewalk, 
45110,1432625.139104917645454,523410.498319342732430, , ,16,outbound,forward facing back of curb,sidewalk, 
45869,1483450.960353344678879,556400.371643915772438, ,Shelter,29,outbound,forward facing edge of pavement,sidewalk,transfer point
49441,1448518.695900425314903,491945.902784094214439, , ,51,outbound,forward facing back of sidewalk,sidewalk, 
46125,1435531.068988591432571,509954.502593591809273, , ,"24, 56",not applicable,forward facing back of curb,sidewalk, 
12000,1437973.115941762924194,557159.411464422941208, , ,18,inbound,forward facing back of sidewalk,sidewalk,transfer point
13070,1480254.095356002449989,518616.650295510888100, ,Shelter,"17, 64x",inbound,forward facing back of curb,sidewalk, 
11330,1449006.046631753444672,544442.627186760306358, , ,"22, 26",inbound,rear facing back of curb,sidewalk,transfer point
38080,1461426.171397760510445,513238.422863006591797, , ,62x,outbound,forward facing back of sidewalk,sidewalk, 
25150,1436383.178832918405533,558828.403861343860626, , ,1,outbound,forward facing edge of pavement, ,transfer point
15760,1459795.975839257240295,534216.398295417428017, , ,27,outbound,forward facing back of sidewalk,sidewalk,transfer point
22130,1433901.134584426879883,530505.398827672004700, , ,12,inbound,forward facing back of sidewalk,sidewalk, 
15480,1480330.141463756561279,545763.109453916549683,Bench, ,"29, 3",outbound,forward facing back of sidewalk,sidewalk, 
23240,1453996.027137339115143,531394.585369512438774, , ,20,inbound,forward facing back of curb,sidewalk, 
31540,1468032.236597672104836,550387.571989759802818, , ,3,outbound,forward facing back of sidewalk,sidewalk,transfer point
03200,1461098.017854586243629,529219.690113008022308, ,Shelter,15,inbound,forward facing back of sidewalk,sidewalk, 
41266,1443607.524620428681374,626749.060342594981194,Bench, ,99,inbound,forward facing edge of pavement, ,transfer point
32710,1435242.220156833529472,550057.403358757495880, ,Shelter,8,inbound,forward facing back of sidewalk,sidewalk, 
28980,1448849.116499423980713,507175.416616335511208, , ,20,outbound,forward facing edge of pavement, , 
45322,1459514.132242843508720,529227.404664501547813, ,Shelter,"15, 39",not applicable,forward facing back of sidewalk,sidewalk, 
19535,1452787.198518261313438,563584.958324581384659,Bench, ,13,inbound,forward facing back of curb,sidewalk, 
16520,1479090.072749674320221,512348.655285581946373, , ,27,inbound,forward facing back of sidewalk,sidewalk, 
33050,1481063.431991919875145,567721.851953670382500, , ,29,outbound,forward facing edge of pavement, , 
27330,1472103.159558176994324,544928.610794842243195, , ,23,inbound,forward facing back of sidewalk,sidewalk, 
18430,1455176.398464262485504,547702.903474584221840, , ,11,inbound,rear facing back of curb,sidewalk, 
59911,1466648.988379925489426,593253.380286842584610, , ,59, , , , 
02130,1478716.074481919407845,550301.441584587097168, , ,29,inbound,rear facing back of curb,sidewalk, 
49929,1472139.191966429352760,569652.652225926518440, , ,54, , , , 
46264,1441491.054443925619125,514875.548197671771049, , ,57,outbound,forward facing back of curb,sidewalk, 
35310,1424975.009064003825188,545141.190094083547592, ,Shelter,"235, 35, 5",inbound,forward facing back of sidewalk,sidewalk, 
27280,1469497.176581174135208,545950.671414762735367, , ,23,outbound,forward facing back of sidewalk,sidewalk, 
30390,1451590.232080176472664,547628.542730927467346, ,Shelter,"21, 26",inbound,forward facing back of sidewalk,sidewalk,transfer point
45354,1471247.203921005129814,577502.386526420712471, ,Shelter,"50, 54",not applicable,forward facing back of curb,sidewalk, 
18750,1467143.250842839479446,553705.435760840773582, , ,11,inbound,forward facing back of sidewalk,sidewalk, 
46725,1468859.635861501097679,589516.707642093300819, , ,59,outbound,forward facing back of curb,sidewalk, 
24955,1440185.219457179307938,553535.651979669928551,Bench, ,1,inbound,forward facing back of sidewalk,sidewalk, 
31200,1450789.215309500694275,572387.340326085686684, , ,7,inbound,forward facing back of curb, , 
37800,1460064.181011512875557,509089.546318262815475, , ,62x,outbound,forward facing back of curb,sidewalk, 
45342,1461030.262740761041641,545343.395726427435875, , ,4,outbound,forward facing back of sidewalk,sidewalk, 
17861,1456149.185232594609261,553925.579677507281303, , ,22, , , , 
43720,1448654.261574178934097,555246.404135584831238, , ,3,inbound,forward facing back of sidewalk,sidewalk, 
22650,1462905.267849013209343,516907.671430006623268, , ,"14, 28",inbound,forward facing back of sidewalk,sidewalk, 
35280,1429481.955758750438690,542831.066433504223824, ,Shelter,"35, 5",inbound,forward facing back of curb,sidewalk,transfer point
59550,1450672.936998754739761,609563.925093501806259, , ,99, ,forward facing back of sidewalk,sidewalk, 
23710,1458202.000352680683136,532774.542583331465721,Bench, ,"15, 62x",outbound,forward facing back of sidewalk,sidewalk, 
12660,1478594.213833257555962,527338.420909672975540, , ,"221, 52x",inbound,forward facing back of sidewalk,sidewalk, 
44065,1427482.450899511575699,543925.621331006288528, ,Shelter,"35, 5",inbound,forward facing back of curb,sidewalk, 
41271,1444234.082750514149666,622434.861621916294098, , ,99,outbound,forward facing back of curb,sidewalk, 
21340,1441217.137012749910355,494222.391013249754906, , ,19,inbound,forward facing edge of pavement, , 
16090,1472117.822258502244949,527665.936330750584602, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
10130,1449321.261552512645721,555504.458409503102303, , ,26,inbound,forward facing back of sidewalk,sidewalk, 
45660,1454250.314686506986618,539769.672621920704842,Bench, ,27,outbound,rear facing back of sidewalk,sidewalk, 
06780,1483778.258911341428757,511277.378228679299355,Bench, ,17,not applicable,forward facing back of curb,sidewalk,transfer point
08020,1456905.581357583403587,537324.659467339515686, , ,27,inbound,forward facing back of curb,sidewalk, 
60300,1472939.213332250714302,560629.610232666134834, , ,11, , , , 
46563,1431054.297102257609367,510259.498374670743942, , ,57,inbound,forward facing back of curb,sidewalk, 
21135,1445833.059539422392845,508269.358982250094414, , ,19,inbound,forward facing back of sidewalk,sidewalk, 
04220,1470685.005242258310318,559829.679089754819870, , ,211,inbound,forward facing edge of pavement,sidewalk, 
46655,1419878.345372840762138,563311.015302926301956, , ,18,inbound,forward facing edge of pavement, , 
00720,1471833.833981335163116,558400.108458086848259, , ,211,inbound,forward facing back of sidewalk,sidewalk,transfer point
22030,1435059.137189671397209,528220.635352581739426, , ,12,outbound,forward facing back of sidewalk,sidewalk, 
28140,1440812.184082508087158,504042.452737927436829, , ,12,inbound,forward facing back of curb,sidewalk, 
46281,1443424.857006758451462,525489.645735844969749,Bench, ,30,outbound,forward facing back of curb,sidewalk, 
42950,1446856.047650918364525,555710.545923843979836,Bench, ,3,outbound,forward facing back of sidewalk,sidewalk, 
40200,1447203.027600005269051,634596.604030668735504, , ,99,inbound,forward facing back of sidewalk,sidewalk, 
46182,1415029.085714429616928,499271.494104012846947, , ,42,outbound,forward facing back of curb,sidewalk, 
46412,1450457.597862511873245,585671.626421511173248, ,Shelter,7,not applicable,forward facing back of curb,sidewalk, 
45842,1450235.002835258841515,579852.618374511599541, , ,7,inbound,forward facing edge of pavement, , 
46414,1431109.647713333368301,545731.898230254650116,Bench, ,30,not applicable,forward facing back of curb,sidewalk, 
38260,1481025.262776926159859,527257.557882428169250, , ,"221, 52x",outbound,forward facing back of sidewalk,sidewalk, 
46181,1414586.115799844264984,500047.558824837207794, , ,42,outbound,forward facing back of curb,sidewalk, 
12490,1440705.976945847272873,556985.384581506252289, , ,3,inbound,forward facing back of curb, , 
15000,1478435.348337337374687,533494.259647846221924, , ,"221, 40x, 46x, 9",outbound,forward facing back of curb,sidewalk,transfer point
14040,1487015.169104173779488,531414.657179757952690, , ,40x,inbound,forward facing back of curb, , 
46333,1437184.555182918906212,630986.729688748717308, , ,97,inbound,forward facing edge of pavement,sidewalk, 
22850,1467364.034522011876106,507952.619130179286003, , ,14,inbound,forward facing back of sidewalk,sidewalk, 
46401,1421934.963306844234467,561446.715881928801537, , ,18,outbound,forward facing edge of pavement,sidewalk, 
17630,1460768.117267668247223,549647.437643259763718, , ,23,inbound,rear facing back of curb,sidewalk, 
46531,1410503.735185086727142,573195.451570749282837, , ,18,inbound,forward facing edge of pavement, , 
15950,1466864.256978258490562,530466.270953178405762,Bench, ,27,inbound,forward facing back of sidewalk,sidewalk, 
25130,1436811.145824760198593,558162.492791593074799, , ,1,inbound,forward facing edge of pavement, ,transfer point
46117,1435054.184443667531013,522908.757196843624115, , ,24,outbound,forward facing edge of pavement, , 
13660,1440412.029042929410934,555948.405356258153915, , ,3,inbound,forward facing edge of pavement,sidewalk, 
33260,1446457.324695095419884,544848.302884593605995, , ,"34, 8, 85x",inbound,forward facing back of curb,sidewalk,transfer point
29920,1439190.159767508506775,516360.415962845087051, , ,12,outbound,forward facing back of curb,sidewalk, 
33891,1426077.214536756277084,528264.247798174619675, , ,60,outbound, ,sidewalk, 
07640,1484430.992842093110085,530453.385808333754539, , ,"221, 3",not applicable,forward facing back of curb,sidewalk,transfer point
44130,1446645.934554085135460,533894.700119927525520, , ,19,outbound,rear facing back of curb,sidewalk, 
49310,1444494.638987928628922,620321.536452248692513, , ,"48x, 99",not applicable,forward facing edge of pavement,sidewalk,transfer point
25010,1439510.005256429314613,554207.642105504870415,Bench, ,1,inbound,rear facing back of sidewalk,sidewalk, 
45620,1481864.002241179347038,555942.503465175628662,Bench, ,29,outbound,rear facing back of curb, , 
45498,1453910.578489333391190,540185.800070509314537, , ,"17, 9",inbound,forward facing back of sidewalk,sidewalk,transfer point
33890,1425900.543302178382874,528508.278478085994720, , ,60,inbound,forward facing back of curb,sidewalk, 
45977,1466654.203920677304268,557553.406411334872246, , ,211,inbound,rear facing edge of pavement, , 
24510,1440582.204555585980415,536107.363345503807068,Bench, ,2,outbound,forward facing back of sidewalk,sidewalk, 
46351,1434608.450755089521408,544025.073888003826141, , ,"2, 235, 30",inbound,forward facing edge of pavement,sidewalk, 
01630,1441456.617176845669746,564589.641354590654373, , ,13,inbound,forward facing edge of pavement, , 
38390,1489663.217613846063614,535072.636412337422371, , ,46x,inbound,forward facing back of sidewalk,sidewalk, 
45037,1450131.002059012651443,541634.529128417372704, , ,1,not applicable, ,sidewalk,transfer point
14340,1421396.117599755525589,549091.605093508958817,Bench, ,8,outbound,forward facing back of curb, , 
60040,1462049.109456345438957,555680.495130926370621, , ,13, , , , 
18620,1461729.170791760087013,552366.564750924706459, , ,11,outbound,forward facing back of sidewalk,sidewalk, 
32150,1431915.261587679386139,553013.080846339464188,Bench, ,2,not applicable,forward facing edge of pavement,sidewalk, 
08660,1446767.293891429901123,535690.994099512696266, , ,19,inbound,forward facing back of curb,sidewalk, 
44117,1458459.415192171931267,493683.749045923352242, , ,62x,inbound,forward facing back of curb,sidewalk, 
40110,1463568.103465586900711,570643.530821591615677, , ,22,inbound,forward facing back of curb,sidewalk, 
33240,1445226.104060426354408,547952.661505252122879, , ,"1, 7",inbound,forward facing back of sidewalk,sidewalk, 
11660,1484065.194033011794090,542928.539007589221001, , ,3,inbound,forward facing back of sidewalk,sidewalk, 
18930,1475184.370915427803993,564530.834057509899139, , ,11,outbound,forward facing back of curb,sidewalk, 
27320,1471257.120239764451981,544981.548353001475334, , ,23,outbound,forward facing back of sidewalk,sidewalk, 
16640,1483318.007863342761993,503422.368348166346550, , ,"27, 51",inbound,forward facing back of curb,sidewalk, 
21428,1440190.066560342907906,488271.370763093233109, , ,"19, 51",inbound,forward facing edge of pavement,sidewalk, 
49294,1470530.581994667649269,532760.763411417603493, , ,221,outbound,forward facing back of curb,sidewalk, 
34080,1441596.223853006958961,539186.687567427754402, , ,10,outbound,forward facing back of sidewalk,sidewalk, 
52472,1472722.483450755476952,556016.062045082449913, , ,39,inbound, ,sidewalk, 
31730,1474510.192801833152771,550900.620832428336143, , ,3,inbound,forward facing back of sidewalk,sidewalk, 
45975,1466832.057239502668381,558627.664105340838432, , ,211,inbound,forward facing edge of pavement, , 
05360,1464728.999109670519829,538838.586557582020760, ,Shelter,9,inbound,forward facing back of curb,sidewalk, 
27890,1475331.198377668857574,536417.352883011102676, , ,"222, 29",outbound,rear facing back of sidewalk,sidewalk,transfer point
14130,1495772.265107005834579,526901.598292499780655, , ,40x,outbound,forward facing edge of pavement, , 
24840,1442504.072759091854095,549747.352797761559486, , ,1,outbound,forward facing back of sidewalk,sidewalk,transfer point
00760,1432097.223494097590446,509194.455885335803032, , ,56,inbound,forward facing back of sidewalk,sidewalk, 
43170,1483886.073984429240227,528758.626402586698532, , ,221,inbound,forward facing back of sidewalk,sidewalk, 
60212,1477072.183412760496140,589988.539047509431839, , ,54, , , , 
18000,1459718.075076431035995,559922.471555083990097, , ,"13, 22",inbound,forward facing back of curb, , 
05340,1465982.259070336818695,538481.464568421244621,Bench, ,9,outbound,forward facing back of curb,sidewalk, 
46452,1450903.083848178386688,645317.376552343368530, , ,97,outbound,forward facing edge of pavement,sidewalk, 
31880,1479354.202142670750618,551696.363991588354111, , ,23,outbound,forward facing edge of pavement,sidewalk,transfer point
11730,1448899.581949681043625,554647.411567166447639, , ,26,inbound,forward facing edge of pavement, , 
29150,1460752.128454506397247,533203.442644178867340, , ,39,inbound,forward facing back of curb, , 
60150,1475019.212781175971031,582631.482567429542542, , ,"54, 59", , , , 
60213,1477049.965281337499619,589912.489658921957016, , ,54, , , , 
41257,1448479.218289092183113,643112.474138006567955, , ,77x,outbound,forward facing back of curb, , 
46416,1453865.615324676036835,546482.853421255946159, , ,"11, 21",inbound,forward facing back of sidewalk,sidewalk, 
12360,1434372.422683835029602,561242.647720500826836, , ,1,inbound,forward facing edge of pavement, , 
03010,1456037.184144258499146,542974.661946833133698, , ,4,outbound,forward facing back of sidewalk,sidewalk, 
26702,1484347.797142341732979,512737.652867168188095, , ,17,outbound,forward facing back of sidewalk,sidewalk, 
22640,1463076.245197340846062,516642.495779260993004, , ,"14, 28",outbound,forward facing back of curb, , 
29100,1440456.111631929874420,503303.683874249458313,Bench, ,"12, 43",not applicable,forward facing back of curb,sidewalk, 
46561,1430742.915179088711739,508570.653983339667320, , ,57,not applicable,forward facing back of curb,sidewalk, 
02600,1446405.160757422447205,555978.507002085447311, ,Shelter,7,inbound,forward facing back of sidewalk,sidewalk,transfer point
26190,1437100.258435502648354,528397.677649423480034, , ,"12, 16",outbound,forward facing back of sidewalk,sidewalk, 
22740,1465356.199626922607422,512673.396434009075165, , ,14,outbound,forward facing back of curb, , 
52474,1473509.894605591893196,555520.844531595706940, , ,39,inbound, ,sidewalk, 
25530,1451009.055749088525772,539354.494646504521370, ,Shelter,"20, 6",inbound,forward facing back of sidewalk,sidewalk, 
25815,1446907.155816420912743,540224.645137175917625, , ,16,outbound,forward facing back of sidewalk,sidewalk, 
45048,1450062.062892422080040,541686.040836423635483, , ,8,outbound, ,sidewalk,transfer point
24690,1434994.015272676944733,554094.665297344326973, , ,2,inbound,forward facing edge of pavement, , 
46645,1429236.913926005363464,524432.852245748043060, , ,60,not applicable,forward facing back of curb,sidewalk, 
09640,1432958.150249928236008,550793.373999670147896, , ,34,inbound,forward facing back of sidewalk,sidewalk, 
32180,1474704.017873510718346,546084.700346171855927, , ,23,outbound,forward facing edge of pavement, , 
25850,1446129.987751334905624,539349.520903170108795, , ,16,outbound,rear facing back of curb,sidewalk,transfer point
10491,1450783.966632336378098,514931.748872667551041, , ,19,outbound,forward facing back of curb,sidewalk, 
60080,1453329.207604840397835,513707.556439176201820, , ,28, , , , 
28330,1438322.186437845230103,503369.471472337841988, , ,"12, 43",inbound,forward facing back of sidewalk,sidewalk, 
40157,1463129.036430343985558,568118.347879841923714, , ,22,outbound,forward facing back of sidewalk,sidewalk, 
30230,1469580.132123917341232,558756.695999503135681, , ,211,inbound,forward facing edge of pavement,sidewalk, 
37520,1480692.097104668617249,508578.329492926597595, , ,27,outbound,forward facing back of sidewalk,sidewalk, 
46419,1423486.051412001252174,558013.296567678451538, , ,"18, 34",inbound,forward facing edge of pavement, , 
16890,1453348.212160006165504,515939.633996009826660, , ,"19, 20, 28",not applicable,forward facing back of sidewalk,sidewalk,transfer point
43150,1484240.207790583372116,531097.340885251760483, , ,221,outbound,forward facing back of curb,sidewalk, 
16150,1474239.242228254675865,526235.587157338857651, , ,27,inbound,forward facing back of curb, ,transfer point
49401,1473313.325773000717163,499753.693270832300186, , ,51,inbound,forward facing back of curb,sidewalk, 
